,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
868,406.05603,129.08156,348.05334,247.09164,448.0547,393.08847,568.03296,469.07498,398.0528,216.0733,506.05652,407.07303,352.04855,397.1054,295.06403,409.0766,407.05743,155.0904,386.05447,203.08336
869,406.05328,129.07516,348.05032,247.08502,448.05215,393.0816,568.03015,469.0671,398.05017,216.06682,506.05423,407.06622,352.04544,397.09833,295.06198,409.0709,407.0547,155.08401,386.052,203.07681
870,406.05695,129.07726,348.05417,247.08759,448.0558,393.08347,568.03345,469.06976,398.05386,216.06885,506.05762,407.06818,352.04904,397.101,295.06555,409.07278,407.05835,155.08615,386.0558,203.07901
871,406.0546,129.07152,348.05173,247.08156,448.05273,393.0782,568.02997,469.06418,398.0515,216.06328,506.0544,407.06216,352.0463,397.0951,295.06186,409.06656,407.05603,155.08043,386.05338,203.07344
872,406.0528,129.07626,348.04974,247.08676,448.05096,393.0826,568.0288,469.06897,398.04974,216.0679,506.0534,407.06778,352.0441,397.1005,295.05978,409.0728,407.05426,155.08514,386.05145,203.07817
873,406.05362,129.07864,348.05054,247.08878,448.05188,393.0844,568.02954,469.07217,398.0505,216.07025,506.05402,407.06955,352.04517,397.10272,295.06046,409.0747,407.0551,155.08743,386.05237,203.0806
874,406.04993,129.07727,348.0469,247.08728,448.0483,393.08405,568.0255,469.0718,398.04688,216.06895,506.05078,407.0688,352.04126,397.10144,295.05536,409.07315,407.05145,155.08603,386.04868,203.0791
875,406.05438,129.07996,348.05136,247.08981,448.0526,393.08737,568.03,469.07568,398.05127,216.07158,506.05463,407.07306,352.04553,397.104,295.06042,409.07654,407.0559,155.0886,386.0531,203.08186
876,406.05634,129.0819,348.05344,247.09108,448.05487,393.09018,568.03345,469.0794,398.05316,216.07343,506.0569,407.07568,352.04834,397.1054,295.0635,409.0762,407.0578,155.09071,386.05508,203.08357
877,406.05508,129.08545,348.0524,247.09363,448.05325,393.09476,568.03125,469.08313,398.05182,216.07701,506.0552,407.0798,352.04666,397.10858,295.06168,409.0778,407.05655,155.09439,386.05377,203.08694
878,406.05634,129.08891,348.054,247.09758,448.0542,393.09872,568.0318,469.08838,398.05316,216.08055,506.05634,407.08502,352.04803,397.11267,295.06427,409.08218,407.0578,155.09787,386.0552,203.09058
879,406.05792,129.09077,348.0556,247.09872,448.0562,393.1009,568.0326,469.09088,398.0548,216.08229,506.05685,407.08646,352.05023,397.1144,295.0664,409.08365,407.0594,155.09975,386.05673,203.09204
880,406.0575,129.09908,348.05527,247.10704,448.05548,393.10904,568.03143,469.09732,398.05444,216.09055,506.056,407.094,352.0498,397.12247,295.0646,409.09085,407.05896,155.10805,386.0564,203.10017
881,406.05734,129.09648,348.0554,247.10493,448.05536,393.10547,568.03125,469.0941,398.05432,216.0879,506.05606,407.09085,352.04968,397.12006,295.066,409.09064,407.05884,155.10536,386.05634,203.09776
